left_arm_torques.tau_1,left_arm_torques.tau_2,left_arm_torques.tau_3,left_arm_torques.tau_4,left_arm_torques.tau_5,left_arm_torques.tau_6,left_arm_torques.tau_7,right_arm_torques.tau_1,right_arm_torques.tau_2,right_arm_torques.tau_3,right_arm_torques.tau_4,right_arm_torques.tau_5,right_arm_torques.tau_6,right_arm_torques.tau_7,waist_torque.tau_w,time.t
-5.53711,2.46094,0.727095,-3.95508,-0.5625,-0.25,-0.25,-4.74609,-2.37305,-0.615234,-3.16406,0.3125,-0.25,0.5625,-0.175781,1.34
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.3125,-0.25,0.5625,-0.234375,1.35
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.25,-0.25,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.46875,1.36
-5.53711,2.54883,0.671165,-3.86719,-0.5,-0.25,-0.1875,-4.92188,-2.28516,-0.559304,-3.16406,0.375,-0.25,0.5625,0,1.37
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.25,-0.1875,-4.92188,-2.28516,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.175781,1.38
-5.44922,2.54883,0.671165,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,0.351562,1.39
-5.53711,2.54883,0.671165,-3.86719,-0.5,-0.25,-0.1875,-4.74609,-2.28516,-0.559304,-3.25195,0.375,-0.25,0.5625,-0.234375,1.4
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.25,-0.1875,-4.74609,-2.28516,-0.559304,-3.25195,0.4375,-0.25,0.5625,-0.0585938,1.41
-5.53711,2.46094,0.727095,-3.95508,-0.5625,-0.25,-0.25,-4.6582,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.234375,1.42
-5.53711,2.54883,0.671165,-3.95508,-0.5,-0.25,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.292969,1.43
-5.53711,2.46094,0.671165,-3.95508,-0.5,-0.25,-0.1875,-4.74609,-2.37305,-0.559304,-3.25195,0.4375,-0.25,0.5625,-0.46875,1.44
-5.53711,2.46094,0.727095,-3.86719,-0.5,-0.25,-0.1875,-4.74609,-2.28516,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.351562,1.45
-5.53711,2.54883,0.671165,-3.86719,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.175781,1.46
-5.53711,2.54883,0.671165,-3.95508,-0.5,-0.25,-0.25,-4.74609,-2.28516,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.175781,1.47
-5.53711,2.54883,0.727095,-3.86719,-0.5,-0.25,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.234375,1.48
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,0,1.49
-5.53711,2.54883,0.727095,-3.95508,-0.5625,-0.25,-0.1875,-4.92188,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.292969,1.5
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.25,-0.25,-4.74609,-2.28516,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.292969,1.51
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.615234,-3.16406,0.4375,-0.25,0.5625,-0.0585938,1.52
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.25,-4.74609,-2.37305,-0.615234,-3.16406,0.4375,-0.25,0.5625,-0.117188,1.53
-5.53711,2.54883,0.727095,-3.86719,-0.5,-0.25,-0.1875,-4.74609,-2.37305,-0.615234,-3.16406,0.375,-0.25,0.625,-0.117188,1.54
-5.53711,2.46094,0.671165,-3.86719,-0.5,-0.25,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.292969,1.55
-5.44922,2.54883,0.671165,-3.95508,-0.5,-0.25,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.410156,1.56
-5.53711,2.54883,0.671165,-3.95508,-0.5,-0.25,-0.1875,-4.92188,-2.28516,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.292969,1.57
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.25,-4.74609,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.234375,1.58
-5.53711,2.54883,0.727095,-3.86719,-0.5,-0.3125,-0.25,-4.92188,-2.37305,-0.615234,-3.25195,0.4375,-0.3125,0.5625,-0.46875,1.59
-5.44922,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.175781,1.6
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.25,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.234375,1.61
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.28516,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.0585938,1.62
-5.53711,2.46094,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.6582,-2.28516,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.175781,1.63
-5.53711,2.54883,0.671165,-3.95508,-0.5,-0.3125,-0.1875,-4.92188,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,0.117188,1.64
-5.44922,2.54883,0.671165,-3.86719,-0.5625,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.3125,-0.25,0.5625,-0.0585938,1.65
-5.44922,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.351562,1.66
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.92188,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.234375,1.67
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.25,-4.92188,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.351562,1.68
-5.53711,2.54883,0.671165,-3.95508,-0.5,-0.25,-0.1875,-4.92188,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.585938,1.69
-5.53711,2.54883,0.671165,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.46875,1.7
-5.53711,2.54883,0.671165,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.351562,1.71
-5.53711,2.54883,0.671165,-3.86719,-0.5625,-0.3125,-0.1875,-4.92188,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.292969,1.72
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.351562,1.73
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.410156,1.74
-5.44922,2.54883,0.727095,-3.95508,-0.5625,-0.3125,-0.25,-4.92188,-2.37305,-0.615234,-3.16406,0.375,-0.25,0.5625,-0.175781,1.75
-5.53711,2.46094,0.671165,-3.95508,-0.5,-0.3125,-0.1875,-4.92188,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,0,1.76
-5.53711,2.54883,0.671165,-3.95508,-0.5,-0.3125,-0.1875,-4.92188,-2.37305,-0.559304,-3.16406,0.375,-0.3125,0.5625,-0.234375,1.77
-5.53711,2.54883,0.671165,-3.95508,-0.5,-0.3125,-0.25,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.175781,1.78
-5.53711,2.54883,0.671165,-3.95508,-0.5,-0.3125,-0.25,-4.74609,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.46875,1.79
-5.44922,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.25,-4.74609,-2.37305,-0.559304,-3.16406,0.3125,-0.25,0.5625,-0.117188,1.8
-5.53711,2.46094,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.28516,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.351562,1.81
-5.53711,2.46094,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.615234,-3.16406,0.375,-0.25,0.5625,-0.351562,1.82
-5.53711,2.54883,0.671165,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.234375,1.83
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.25,-4.92188,-2.37305,-0.559304,-3.25195,0.4375,-0.25,0.5625,-0.351562,1.84
-5.44922,2.54883,0.727095,-3.86719,-0.5,-0.3125,-0.1875,-4.74609,-2.28516,-0.615234,-3.16406,0.4375,-0.25,0.5625,-0.175781,1.85
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.6582,-2.28516,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.410156,1.86
-5.53711,2.54883,0.727095,-3.95508,-0.5625,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.25195,0.4375,-0.25,0.5625,-0.175781,1.87
-5.53711,2.54883,0.727095,-3.95508,-0.5625,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.117188,1.88
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.92188,-2.28516,-0.559304,-3.16406,0.375,-0.3125,0.5625,0,1.89
-5.53711,2.54883,0.727095,-3.86719,-0.5,-0.3125,-0.1875,-4.92188,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.175781,1.9
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,0,1.91
-5.53711,2.46094,0.727095,-3.86719,-0.5625,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.117188,1.92
-5.53711,2.54883,0.727095,-3.86719,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.234375,1.93
-5.53711,2.54883,0.727095,-3.86719,-0.5,-0.3125,-0.1875,-4.92188,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.175781,1.94
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.25,-4.74609,-2.37305,-0.559304,-3.16406,0.375,-0.3125,0.5625,-0.527344,1.95
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.25,-4.92188,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,0.351562,1.96
-5.53711,2.54883,0.671165,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.28516,-0.559304,-3.16406,0.3125,-0.25,0.5625,-0.410156,1.97
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.234375,1.98
-5.53711,2.54883,0.727095,-3.86719,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.46875,1.99
-5.44922,2.63672,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.410156,2
-5.44922,2.46094,0.727095,-3.95508,-0.5,-0.3125,-0.25,-4.74609,-2.28516,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.351562,2.01
-5.53711,2.54883,0.671165,-3.86719,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.3125,-0.25,0.5625,-0.117188,2.02
-5.53711,2.46094,0.671165,-3.95508,-0.5,-0.3125,-0.25,-4.92188,-2.28516,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.410156,2.03
-5.53711,2.54883,0.671165,-3.95508,-0.5,-0.3125,-0.1875,-4.92188,-2.37305,-0.615234,-3.16406,0.4375,-0.25,0.5625,-0.175781,2.04
-5.53711,2.54883,0.671165,-3.95508,-0.5,-0.3125,-0.1875,-4.6582,-2.28516,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.46875,2.05
-5.44922,2.54883,0.671165,-3.86719,-0.5625,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.351562,2.06
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.25,-4.74609,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.0585938,2.07
-5.53711,2.54883,0.671165,-3.86719,-0.5,-0.3125,-0.25,-4.92188,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.175781,2.08
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.92188,-2.37305,-0.559304,-3.16406,0.4375,-0.3125,0.5625,-0.234375,2.09
-5.53711,2.54883,0.671165,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.292969,2.1
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.92188,-2.37305,-0.559304,-3.16406,0.4375,-0.3125,0.5625,0.351562,2.11
-5.53711,2.54883,0.671165,-3.86719,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.25195,0.375,-0.25,0.5625,-0.175781,2.12
-5.53711,2.54883,0.671165,-3.95508,-0.5,-0.3125,-0.1875,-4.92188,-2.28516,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.351562,2.13
-5.44922,2.46094,0.671165,-3.95508,-0.5,-0.3125,-0.25,-4.92188,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.46875,2.14
-5.53711,2.54883,0.671165,-3.86719,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.615234,-3.16406,0.3125,-0.25,0.5625,-0.351562,2.15
-5.53711,2.54883,0.727095,-3.95508,-0.5625,-0.3125,-0.25,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.3125,0.5625,-0.0585938,2.16
-5.53711,2.54883,0.727095,-3.95508,-0.5625,-0.3125,-0.1875,-4.92188,-2.28516,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.117188,2.17
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.25,-4.74609,-2.28516,-0.559304,-3.16406,0.4375,-0.25,0.625,-0.0585938,2.18
-5.53711,2.63672,0.727095,-3.86719,-0.5,-0.3125,-0.25,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.351562,2.19
-5.53711,2.63672,0.727095,-3.86719,-0.5,-0.3125,-0.25,-4.74609,-2.28516,-0.615234,-3.16406,0.4375,-0.25,0.5625,-0.46875,2.2
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.28516,-0.559304,-3.16406,0.4375,-0.25,0.625,-0.117188,2.21
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.25,-4.92188,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.175781,2.22
-5.53711,2.46094,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.615234,-3.16406,0.4375,-0.25,0.5625,-0.292969,2.23
-5.44922,2.46094,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.615234,-3.16406,0.375,-0.25,0.5625,-0.234375,2.24
-5.53711,2.46094,0.671165,-3.95508,-0.5,-0.3125,-0.25,-4.74609,-2.37305,-0.615234,-3.16406,0.4375,-0.25,0.5625,-0.0585938,2.25
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.25,-4.92188,-2.37305,-0.615234,-3.16406,0.3125,-0.25,0.5625,-0.175781,2.26
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.25,-4.74609,-2.28516,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.0585938,2.27
-5.44922,2.54883,0.671165,-3.95508,-0.5625,-0.3125,-0.1875,-4.74609,-2.28516,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.175781,2.28
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.234375,2.29
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.625,-0.117188,2.3
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.25,-4.74609,-2.37305,-0.559304,-3.16406,0.3125,-0.25,0.5625,-0.0585938,2.31
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.3125,-0.25,0.5625,-0.292969,2.32
-5.53711,2.54883,0.727095,-3.95508,-0.5625,-0.3125,-0.25,-4.92188,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.175781,2.33
-5.53711,2.46094,0.671165,-3.95508,-0.5,-0.3125,-0.25,-4.92188,-2.37305,-0.615234,-3.25195,0.4375,-0.25,0.5625,-0.234375,2.34
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.25,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,0.234375,2.35
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.92188,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.292969,2.36
-5.53711,2.54883,0.671165,-3.86719,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.3125,-0.3125,0.5625,-0.175781,2.37
-5.53711,2.54883,0.671165,-3.86719,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.410156,2.38
-5.53711,2.54883,0.727095,-3.86719,-0.5,-0.3125,-0.25,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.527344,2.39
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.25195,0.4375,-0.25,0.5625,-0.585938,2.4
-5.53711,2.63672,0.727095,-3.86719,-0.5,-0.25,-0.25,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.234375,2.41
-5.44922,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.28516,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.527344,2.42
-5.53711,2.54883,0.727095,-3.86719,-0.5,-0.25,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.117188,2.43
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.28516,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.410156,2.44
-5.53711,2.54883,0.671165,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.0585938,2.45
-5.53711,2.54883,0.671165,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.615234,-3.16406,0.375,-0.25,0.5625,-0.292969,2.46
-5.44922,2.46094,0.671165,-3.86719,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.292969,2.47
-5.53711,2.46094,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.46875,2.48
-5.53711,2.46094,0.671165,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.25195,0.4375,-0.25,0.5625,-0.0585938,2.49
-5.53711,2.54883,0.671165,-3.95508,-0.5,-0.3125,-0.25,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.351562,2.5
-5.53711,2.54883,0.727095,-3.95508,-0.5625,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.292969,2.51
-5.53711,2.63672,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.46875,2.52
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.0585938,2.53
-5.53711,2.54883,0.727095,-3.86719,-0.5,-0.3125,-0.25,-4.74609,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.117188,2.54
-5.53711,2.54883,0.671165,-3.95508,-0.5,-0.25,-0.1875,-4.92188,-2.37305,-0.559304,-3.16406,0.3125,-0.3125,0.5625,-0.351562,2.55
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.615234,-3.16406,0.4375,-0.25,0.5625,-0.175781,2.56
-5.53711,2.46094,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.46875,2.57
-5.53711,2.46094,0.727095,-3.95508,-0.5,-0.3125,-0.25,-4.74609,-2.37305,-0.559304,-3.16406,0.3125,-0.25,0.5625,-0.351562,2.58
-5.53711,2.46094,0.727095,-3.95508,-0.5,-0.3125,-0.25,-4.74609,-2.28516,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.292969,2.59
-5.53711,2.54883,0.671165,-3.95508,-0.5,-0.3125,-0.25,-4.92188,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.292969,2.6
-5.53711,2.54883,0.671165,-3.86719,-0.5,-0.3125,-0.1875,-4.92188,-2.37305,-0.559304,-3.16406,0.4375,-0.3125,0.5625,-0.175781,2.61
-5.53711,2.54883,0.671165,-3.86719,-0.5,-0.3125,-0.1875,-4.74609,-2.28516,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.46875,2.62
-5.53711,2.46094,0.727095,-3.86719,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.585938,2.63
-5.53711,2.46094,0.727095,-3.86719,-0.5625,-0.3125,-0.25,-4.74609,-2.28516,-0.559304,-3.16406,0.375,-0.3125,0.5625,-0.292969,2.64
-5.53711,2.54883,0.671165,-3.95508,-0.5,-0.3125,-0.25,-4.74609,-2.37305,-0.615234,-3.16406,0.375,-0.25,0.5625,-0.410156,2.65
-5.44922,2.54883,0.671165,-3.86719,-0.5,-0.3125,-0.1875,-4.92188,-2.37305,-0.615234,-3.16406,0.4375,-0.25,0.5625,-0.351562,2.66
-5.53711,2.46094,0.671165,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.3125,0.5625,-0.117188,2.67
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.25,-4.74609,-2.37305,-0.559304,-3.16406,0.4375,-0.25,0.5625,-0.292969,2.68
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.28516,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.410156,2.69
-5.53711,2.54883,0.727095,-3.95508,-0.5,-0.3125,-0.1875,-4.74609,-2.37305,-0.559304,-3.16406,0.375,-0.25,0.5625,-0.0585938,2.7
