left_hand_wrench.f_x,left_hand_wrench.f_y,left_hand_wrench.f_z,left_hand_wrench.tau_x,left_hand_wrench.tau_y,left_hand_wrench.tau_z,right_hand_wrench.f_x,right_hand_wrench.f_y,right_hand_wrench.f_z,right_hand_wrench.tau_x,right_hand_wrench.tau_y,right_hand_wrench.tau_z,time.t
4.41989,3.27435,19.0425,-0.337176,0.97204,-0.533405,4.7881,-3.92457,14.9265,0.573842,0.844758,0.760272,1.68
4.41845,3.26365,19.0781,-0.333924,0.978504,-0.533668,4.82576,-3.93294,14.9046,0.575741,0.846402,0.760875,1.69
4.41777,3.26029,19.0762,-0.33204,0.976546,-0.535253,4.80576,-3.93173,14.9148,0.573768,0.845874,0.761822,1.7
4.41717,3.25727,19.0745,-0.330346,0.974783,-0.536678,4.78773,-3.9306,14.924,0.571993,0.845403,0.762671,1.71
4.44507,3.26898,19.0115,-0.333241,0.971982,-0.537411,4.82437,-3.93342,14.9011,0.570542,0.846633,0.764274,1.72
4.44291,3.26898,19.017,-0.33247,0.970333,-0.535855,4.80552,-3.93705,14.913,0.572626,0.846436,0.763636,1.73
4.44096,3.26897,19.0218,-0.331782,0.968848,-0.53445,4.78753,-3.93542,14.9224,0.570961,0.845907,0.764309,1.74
4.41471,3.28249,19.0424,-0.338883,0.96794,-0.535479,4.82533,-3.94144,14.9002,0.570554,0.846732,0.762895,1.75
4.41537,3.26066,19.0389,-0.336424,0.966588,-0.534246,4.85924,-3.94812,14.881,0.57278,0.848181,0.763237,1.76
4.415,3.25759,19.0409,-0.334291,0.965824,-0.535772,4.88904,-3.95552,14.8277,0.572304,0.841416,0.766102,1.77
4.41569,3.26489,19.0429,-0.336489,0.965964,-0.540956,4.86376,-3.95697,14.847,0.574215,0.84174,0.765281,1.78
4.41629,3.27144,19.0447,-0.338466,0.966092,-0.545619,4.83994,-3.95336,14.863,0.572394,0.841679,0.765788,1.79
4.39145,3.27952,19.0615,-0.341235,0.965088,-0.546623,4.8175,-3.94518,14.876,0.56722,0.841272,0.767486,1.8
4.39562,3.26191,19.0569,-0.339585,0.963678,-0.541512,4.79935,-3.92618,14.8838,0.565903,0.840818,0.765182,1.81
4.39938,3.24605,19.0527,-0.338103,0.962409,-0.536909,4.78315,-3.92926,14.8967,0.565861,0.840492,0.762834,1.82
4.40063,3.24446,19.0533,-0.335804,0.962058,-0.538169,4.76843,-3.93331,14.9091,0.568411,0.840909,0.76234,1.83
4.40391,3.25697,19.0547,-0.338895,0.962232,-0.540346,4.78122,-3.93133,14.9535,0.570101,0.844397,0.762235,1.84
4.4067,3.26567,19.0076,-0.338259,0.959193,-0.53861,4.76889,-3.92228,14.9556,0.572974,0.843625,0.756353,1.85
4.40836,3.26599,19.0134,-0.336985,0.958823,-0.536933,4.73021,-3.90856,14.9724,0.574541,0.842462,0.7535,1.86
4.41089,3.27147,19.0201,-0.339507,0.958863,-0.534327,4.69399,-3.9052,15.0418,0.575475,0.844137,0.753436,1.87
4.4132,3.2764,19.026,-0.341776,0.958899,-0.531983,4.68821,-3.91163,15.0397,0.577067,0.844189,0.753879,1.88
4.41426,3.27565,19.03,-0.340156,0.958557,-0.530965,4.73619,-3.90615,14.9653,0.575966,0.837379,0.755091,1.89
4.44261,3.28421,18.9708,-0.339453,0.95666,-0.53059,4.77907,-3.91635,14.9395,0.577657,0.839763,0.756209,1.9
4.44069,3.28267,18.9803,-0.338063,0.956543,-0.529712,4.76375,-3.91679,14.9462,0.575496,0.839899,0.757621,1.91
4.46837,3.27918,18.9224,-0.34115,0.954772,-0.525741,4.75099,-3.92211,14.9536,0.577084,0.840373,0.75765,1.92
4.49124,3.28737,18.8739,-0.340346,0.953253,-0.525889,4.73948,-3.92687,14.9603,0.578513,0.840803,0.757675,1.93
4.51185,3.29475,18.8303,-0.339623,0.951885,-0.526021,4.78196,-3.93501,14.9351,0.579943,0.842846,0.758539,1.94
4.50402,3.30225,18.8541,-0.342335,0.953076,-0.529413,4.76662,-3.93987,14.9077,0.578602,0.834959,0.761037,1.95
4.49699,3.30899,18.8754,-0.344776,0.954146,-0.532463,4.80537,-3.94181,14.8863,0.576488,0.837233,0.762809,1.96
4.48847,3.3011,18.8938,-0.341807,0.954625,-0.53417,4.78736,-3.91823,14.8918,0.570705,0.836833,0.762215,1.97
4.482,3.29788,18.911,-0.340182,0.954712,-0.532936,4.77221,-3.92338,14.9047,0.572774,0.837617,0.761782,1.98
4.5035,3.30421,18.8637,-0.339474,0.953198,-0.532364,4.75861,-3.92801,14.9162,0.574636,0.838323,0.761391,1.99
4.46793,3.31548,18.9035,-0.338101,0.953103,-0.533515,4.74636,-3.93218,14.9266,0.576311,0.838957,0.761041,2
4.43889,3.3026,18.9294,-0.340824,0.952947,-0.533098,4.73634,-3.91939,14.9307,0.577621,0.839086,0.758137,2.01
4.46356,3.30457,18.8795,-0.339005,0.951954,-0.535278,4.72424,-3.9146,14.937,0.571925,0.838939,0.760598,2.02
4.46038,3.29063,18.8926,-0.340654,0.953029,-0.537878,4.76828,-3.90249,14.9074,0.570282,0.840376,0.759823,2.03
4.45552,3.28453,18.9092,-0.338101,0.953618,-0.539037,4.80911,-3.9167,14.8881,0.573484,0.842102,0.757609,2.04
4.45115,3.27909,18.9241,-0.335801,0.954148,-0.540084,4.76538,-3.89862,14.9103,0.571467,0.840738,0.755871,2.05
4.44905,3.2869,18.8908,-0.33809,0.952634,-0.54005,4.75246,-3.90576,14.9213,0.573462,0.84113,0.756074,2.06
4.44749,3.2952,18.9085,-0.340951,0.953752,-0.542044,4.73976,-3.90726,14.9299,0.571718,0.841131,0.7575,2.07
4.47232,3.30801,18.8609,-0.343237,0.953508,-0.547143,4.78116,-3.91245,14.9063,0.570289,0.842788,0.759625,2.08
4.46745,3.3041,18.8814,-0.341471,0.953705,-0.54461,4.81979,-3.92834,14.8519,0.573594,0.836914,0.761613,2.09
4.46188,3.2967,18.8991,-0.338834,0.954226,-0.545101,4.80139,-3.9325,14.8688,0.575373,0.837689,0.761242,2.1
4.45805,3.29393,18.9158,-0.337507,0.954352,-0.542772,4.838,-3.94639,14.8181,0.57817,0.832326,0.763068,2.11
4.48081,3.29675,18.8673,-0.336021,0.953218,-0.543986,4.78998,-3.93435,14.9016,0.575207,0.834661,0.76329,2.12
4.4739,3.29004,18.8864,-0.333929,0.95379,-0.544534,4.82851,-3.9252,14.8769,0.576775,0.836873,0.761,2.13
4.44308,3.2758,18.9133,-0.336025,0.953907,-0.545781,4.86109,-3.92863,14.8586,0.574842,0.838955,0.762779,2.14
4.46737,3.28043,18.8651,-0.33469,0.952818,-0.546691,4.83767,-3.92657,14.8727,0.570369,0.838462,0.761916,2.15
4.46501,3.2945,18.8868,-0.341558,0.954291,-0.546918,4.81778,-3.93721,14.853,0.573519,0.831367,0.762835,2.16
4.46189,3.29713,18.9061,-0.343624,0.954783,-0.543314,4.85342,-3.92772,14.8332,0.575249,0.833915,0.760593,2.17
4.45906,3.30442,18.9222,-0.345933,0.955686,-0.54498,4.83371,-3.92549,14.8467,0.580935,0.835374,0.761439,2.18
4.48294,3.33679,18.879,-0.348846,0.955357,-0.549654,4.81391,-3.9299,14.8641,0.581979,0.836302,0.761083,2.19
4.50442,3.36593,18.8402,-0.351466,0.955061,-0.553862,4.79827,-3.92094,14.8751,0.583666,0.836338,0.75531,2.2
4.49635,3.35625,18.8627,-0.348876,0.955104,-0.550659,4.78414,-3.91941,14.8844,0.588516,0.837555,0.756682,2.21
4.49007,3.35759,18.8832,-0.35066,0.955973,-0.551587,4.82223,-3.92834,14.8667,0.588948,0.83992,0.757649,2.22
4.48439,3.33214,18.8964,-0.348072,0.955473,-0.545973,4.80482,-3.93619,14.8827,0.590139,0.840034,0.754815,2.23
4.45272,3.30748,18.9228,-0.345683,0.95425,-0.540495,4.7881,-3.93833,14.8958,0.587673,0.839787,0.75351,2.24
4.4506,3.29324,18.9315,-0.346663,0.955096,-0.542574,4.77409,-3.94515,14.9089,0.588991,0.839916,0.751089,2.25
4.44891,3.30085,18.9451,-0.34867,0.955964,-0.544305,4.81221,-3.94527,14.8867,0.583248,0.840984,0.752234,2.26
4.44737,3.30775,18.9573,-0.350474,0.956746,-0.545869,4.79455,-3.92626,14.8934,0.580325,0.84056,0.751456,2.27
4.41831,3.30346,18.9834,-0.350542,0.956562,-0.544717,4.77969,-3.91405,14.9008,0.581232,0.84053,0.749511,2.28
4.41884,3.30006,18.9917,-0.348039,0.956456,-0.542438,4.76531,-3.91962,14.9128,0.582246,0.840942,0.750349,2.29
4.41933,3.29696,18.9991,-0.34579,0.956358,-0.540378,4.75344,-3.9348,14.9236,0.587434,0.842138,0.754808,2.3
4.42076,3.30429,19.0059,-0.347883,0.9571,-0.542338,4.73963,-3.92851,14.9305,0.580757,0.841682,0.757605,2.31
4.42106,3.30075,19.0119,-0.345653,0.956939,-0.540283,4.72721,-3.92289,14.9368,0.574748,0.841271,0.760125,2.32
4.42334,3.31283,19.0189,-0.351425,0.957999,-0.541153,4.76995,-3.92656,14.9125,0.573023,0.842911,0.761988,2.33
4.42414,3.29804,19.018,-0.35183,0.958471,-0.543164,4.78376,-3.92894,14.9572,0.5752,0.845839,0.759058,2.34
4.42507,3.30519,19.0229,-0.353321,0.959003,-0.544838,4.76899,-3.93306,14.9635,0.57682,0.845718,0.758943,2.35
4.42492,3.30153,19.0272,-0.350546,0.958651,-0.542532,4.8075,-3.93571,14.9366,0.574882,0.846915,0.760928,2.36
4.45101,3.30362,18.9676,-0.347755,0.95709,-0.543772,4.78858,-3.93563,14.9077,0.570511,0.838268,0.764431,2.37
4.47447,3.30553,18.9139,-0.345241,0.955683,-0.544893,4.77225,-3.93416,14.9176,0.569059,0.838555,0.765025,2.38
4.49777,3.32122,18.8665,-0.348142,0.954902,-0.546944,4.75862,-3.93776,14.9279,0.571289,0.839164,0.764316,2.39
4.49036,3.31601,18.8865,-0.345882,0.954962,-0.544434,4.71956,-3.93154,15.0017,0.572549,0.841169,0.763175,2.4
4.51047,3.34096,18.8809,-0.347754,0.962481,-0.547818,4.71121,-3.93541,15.0036,0.574432,0.841515,0.762651,2.41
4.47524,3.33203,18.9139,-0.345475,0.961006,-0.544793,4.70474,-3.92234,14.9999,0.575928,0.841387,0.75959,2.42
4.49685,3.32874,18.9004,-0.343196,0.96664,-0.541693,4.69684,-3.92218,15.0006,0.573936,0.841363,0.760666,2.43
4.48953,3.32277,18.9169,-0.341433,0.965524,-0.539704,4.6918,-3.91041,14.9973,0.575484,0.841249,0.757798,2.44
4.48173,3.31349,18.9311,-0.338797,0.964865,-0.540686,4.68519,-3.91145,14.9982,0.573537,0.841235,0.759051,2.45
4.47474,3.30512,18.9438,-0.336428,0.964271,-0.541566,4.68041,-3.91605,14.9997,0.572729,0.840866,0.757322,2.46
4.47028,3.28852,18.902,-0.334916,0.960919,-0.539837,4.67599,-3.92146,15.0018,0.574594,0.841244,0.757383,2.47
4.46654,3.26997,18.9133,-0.333901,0.959926,-0.535399,4.67199,-3.92632,15.0036,0.576273,0.841584,0.757436,2.48
4.46206,3.2494,18.9228,-0.331942,0.959376,-0.534176,4.64157,-3.92122,15.0699,0.577032,0.843346,0.756981,2.49
4.45806,3.25756,18.9366,-0.334374,0.960163,-0.539524,4.641,-3.92611,15.0649,0.578468,0.843474,0.757075,2.5
4.45569,3.26395,18.9509,-0.337158,0.960067,-0.536663,4.64052,-3.93053,15.0604,0.579759,0.843589,0.75716,2.51
4.45153,3.28106,18.9675,-0.336075,0.96006,-0.537818,4.63902,-3.92957,15.055,0.577384,0.843342,0.758477,2.52
4.44872,3.27987,18.9773,-0.335022,0.959603,-0.536223,4.63873,-3.93362,15.0515,0.578784,0.843471,0.758419,2.53
4.47461,3.29811,18.9236,-0.338947,0.958431,-0.539139,4.63743,-3.93238,15.047,0.576506,0.843235,0.759616,2.54
4.46771,3.28507,18.9711,-0.33552,0.966254,-0.53883,4.68839,-3.93651,14.9758,0.572116,0.83661,0.764095,2.55
4.46329,3.28341,18.9806,-0.334526,0.965176,-0.537125,4.68433,-3.94351,14.9809,0.574989,0.837055,0.760615,2.56
4.46028,3.26536,18.984,-0.33355,0.963757,-0.532958,4.67848,-3.94127,14.9835,0.573092,0.837461,0.761589,2.57
4.45859,3.25921,18.9873,-0.336789,0.96331,-0.53302,4.67218,-3.93436,14.9844,0.56785,0.837474,0.76371,2.58
4.45708,3.25371,18.9902,-0.339703,0.962909,-0.53308,4.66964,-3.92139,14.9827,0.570008,0.837749,0.76054,2.59
4.45356,3.26142,18.9973,-0.341356,0.963344,-0.538538,4.7181,-3.92516,14.9538,0.568757,0.839742,0.762358,2.6
4.47678,3.26753,18.9406,-0.339483,0.961312,-0.54018,4.7631,-3.9398,14.8947,0.572222,0.83417,0.764068,2.61
4.49763,3.27304,18.8897,-0.337799,0.959483,-0.541659,4.75142,-3.92632,14.9019,0.573938,0.834776,0.760868,2.62
4.51854,3.26531,18.8394,-0.337246,0.957045,-0.537588,4.73983,-3.93072,14.9138,0.575676,0.835763,0.76058,2.63
4.5394,3.2736,18.7958,-0.344535,0.956052,-0.536637,4.72972,-3.91952,14.8833,0.57456,0.828143,0.760291,2.64
4.52762,3.27931,18.8222,-0.345705,0.957168,-0.541736,4.72045,-3.92335,14.8963,0.573647,0.829082,0.758439,2.65
4.51681,3.28188,18.7977,-0.343338,0.95498,-0.542629,4.76602,-3.93551,14.8781,0.57651,0.831935,0.756368,2.66
4.50729,3.26014,18.8187,-0.340435,0.954923,-0.540684,4.75334,-3.94531,14.8578,0.579048,0.82549,0.757845,2.67
4.49991,3.27108,18.8436,-0.343064,0.955809,-0.542608,4.74164,-3.9478,14.874,0.580283,0.827403,0.75785,2.68
4.49229,3.27086,18.8658,-0.341316,0.955776,-0.540527,4.73109,-3.92856,14.882,0.577659,0.828334,0.75651,2.69
4.48543,3.27066,18.8858,-0.33974,0.955748,-0.538657,4.72053,-3.92783,14.8945,0.575492,0.829612,0.757897,2.7
4.45363,3.25221,18.9133,-0.338183,0.954496,-0.533915,4.71114,-3.92587,14.905,0.570952,0.830053,0.757525,2.71
4.47887,3.2745,18.8666,-0.344412,0.954553,-0.538734,4.70361,-3.93032,14.9165,0.572993,0.831511,0.757567,2.72
4.47313,3.28012,18.886,-0.345595,0.955821,-0.543625,4.69696,-3.93303,14.9262,0.572237,0.832115,0.755986,2.73
4.46699,3.27512,18.9033,-0.342544,0.956131,-0.544213,4.69086,-3.93676,14.9356,0.574149,0.833368,0.756184,2.74
4.49105,3.29381,18.857,-0.345716,0.955306,-0.546326,4.68431,-3.93519,14.9427,0.572333,0.834143,0.757603,2.75
4.48429,3.29131,18.8779,-0.343702,0.955322,-0.543872,4.68052,-3.92212,14.9452,0.574042,0.83475,0.755041,2.76
4.48104,3.29009,18.8435,-0.346624,0.953352,-0.542959,4.6761,-3.92691,14.9527,0.575781,0.835739,0.755325,2.77
4.47527,3.28796,18.8658,-0.344518,0.953565,-0.540843,4.72288,-3.92524,14.9254,0.570414,0.83758,0.75891,2.78
4.47094,3.29742,18.8866,-0.349359,0.955304,-0.544425,4.76497,-3.92375,14.9009,0.565583,0.839238,0.762137,2.79
4.43943,3.27239,18.9134,-0.345792,0.954442,-0.541875,4.74998,-3.91857,14.9101,0.561088,0.839074,0.764204,2.8
4.43765,3.27822,18.9281,-0.34684,0.955719,-0.546449,4.71247,-3.92812,14.9022,0.565096,0.831085,0.764473,2.81
4.46363,3.28654,18.8791,-0.345468,0.954105,-0.544527,4.70483,-3.93231,14.914,0.567727,0.83244,0.763816,2.82
4.46168,3.30005,18.8993,-0.35126,0.955445,-0.544974,4.69914,-3.93974,14.9253,0.571038,0.833301,0.760364,2.83
4.43229,3.3053,18.9307,-0.352745,0.955506,-0.546049,4.69179,-3.93787,14.9334,0.569535,0.834083,0.761363,2.84
4.43139,3.30165,18.9442,-0.350024,0.955505,-0.543625,4.68622,-3.94112,14.9421,0.571718,0.835138,0.761022,2.85
4.43156,3.30842,18.9566,-0.351694,0.956333,-0.545253,4.68121,-3.94404,14.9499,0.573682,0.836088,0.760716,2.86
4.4591,3.29713,18.8996,-0.349755,0.954209,-0.540817,4.67461,-3.93685,14.9542,0.568377,0.83624,0.762927,2.87
4.48391,3.287,18.8484,-0.348011,0.952296,-0.536828,4.67091,-3.93891,14.9601,0.568087,0.836368,0.760806,2.88
4.47787,3.28518,18.8701,-0.345767,0.952615,-0.535325,4.66744,-3.94206,14.9661,0.570416,0.837195,0.760519,2.89
4.47245,3.28353,18.8897,-0.343748,0.952901,-0.533969,4.66429,-3.94487,14.9715,0.572512,0.837942,0.76026,2.9
4.46756,3.28208,18.9073,-0.341928,0.953159,-0.532755,4.66146,-3.94739,14.9764,0.574398,0.838611,0.760026,2.91
4.49038,3.29618,18.8598,-0.344117,0.952975,-0.538783,4.65891,-3.94968,14.9808,0.576096,0.839212,0.759817,2.92
4.48469,3.30354,18.8806,-0.346376,0.954057,-0.540902,4.65663,-3.95172,14.9847,0.577624,0.839755,0.759626,2.93
4.47846,3.30139,18.8998,-0.346913,0.954915,-0.54067,4.65249,-3.94375,14.9855,0.571924,0.839541,0.761946,2.94
4.47298,3.29813,18.9165,-0.344778,0.954973,-0.538784,4.62504,-3.92036,15.0483,0.572918,0.841066,0.758452,2.95
4.46687,3.2913,18.9307,-0.341809,0.955368,-0.539857,4.62405,-3.91552,15.0428,0.567688,0.840719,0.760889,2.96
4.43598,3.28732,18.9588,-0.340124,0.954605,-0.537627,4.62527,-3.92099,15.0405,0.570057,0.841111,0.760592,2.97
4.43356,3.28157,18.9688,-0.33762,0.955037,-0.538814,4.59994,-3.924,15.0541,0.57212,0.840635,0.759902,2.98
4.43353,3.29038,18.9787,-0.340528,0.955912,-0.540928,4.6576,-3.93609,15.0201,0.575139,0.842334,0.75768,2.99
4.43352,3.29828,18.9876,-0.343149,0.9567,-0.542826,4.70832,-3.94334,14.9888,0.57691,0.84422,0.758544,3
4.43349,3.30539,18.9956,-0.345506,0.95741,-0.544534,4.70108,-3.92453,14.9854,0.574622,0.84347,0.757134,3.01
4.43349,3.31181,19.0028,-0.347627,0.958047,-0.546074,4.6935,-3.9242,14.9875,0.572758,0.843235,0.758461,3.02
4.43249,3.30753,19.0091,-0.34542,0.957789,-0.543648,4.74061,-3.93265,14.9595,0.574765,0.845031,0.759249,3.03
4.43259,3.31376,19.0149,-0.347549,0.95839,-0.54528,4.73016,-3.93639,14.9656,0.576427,0.84499,0.759114,3.04
4.45909,3.31853,18.9572,-0.346106,0.956508,-0.543477,4.72078,-3.93978,14.971,0.577925,0.844953,0.758993,3.05
4.48293,3.32284,18.9053,-0.344803,0.954816,-0.541858,4.71025,-3.93301,14.9732,0.572197,0.844216,0.761374,3.06
4.47581,3.31354,18.9207,-0.341832,0.955227,-0.542624,4.70401,-3.9404,14.9785,0.57506,0.8439,0.758171,3.07
4.47045,3.31039,18.9359,-0.342825,0.955967,-0.542217,4.69723,-3.94339,14.9827,0.576694,0.843972,0.758146,3.08
4.46457,3.30237,18.9482,-0.340051,0.956262,-0.542948,4.69008,-3.94115,14.9851,0.574627,0.843686,0.759365,3.09
4.43471,3.31354,18.9742,-0.345732,0.957411,-0.5508,4.6847,-3.94405,14.9886,0.576302,0.843783,0.759222,3.1
4.43537,3.32665,18.9353,-0.348524,0.955687,-0.551832,4.67984,-3.94665,14.9918,0.577811,0.843867,0.759089,3.11
4.40762,3.31913,18.9629,-0.346166,0.954893,-0.548406,4.67545,-3.94902,14.9946,0.579167,0.843944,0.758976,3.12
4.43759,3.33341,18.9106,-0.348978,0.954192,-0.550099,4.72437,-3.95498,14.9659,0.580533,0.845668,0.759712,3.13
4.46358,3.33619,18.8633,-0.347392,0.952731,-0.54781,4.71761,-3.9501,14.9661,0.585693,0.845948,0.760648,3.14
4.45957,3.32948,18.8836,-0.345208,0.953007,-0.545213,4.70944,-3.9521,14.9716,0.586262,0.845817,0.760376,3.15
4.45576,3.3296,18.9013,-0.346313,0.954428,-0.549453,4.70209,-3.93244,14.9698,0.583039,0.844907,0.758784,3.16
4.45359,3.32871,18.9191,-0.347906,0.954906,-0.545595,4.69446,-3.90987,14.9669,0.576599,0.843736,0.758602,3.17
4.47798,3.33195,18.871,-0.346427,0.953374,-0.543757,4.68655,-3.90609,14.9695,0.571004,0.843121,0.761021,3.18
4.47134,3.32175,18.8898,-0.343294,0.953928,-0.544331,4.68152,-3.9125,14.9745,0.573039,0.843273,0.760714,3.19
4.46537,3.31258,18.9067,-0.340472,0.954428,-0.544851,4.67695,-3.91828,14.9791,0.574871,0.843413,0.76044,3.2
4.46106,3.30953,18.9233,-0.341599,0.955249,-0.544225,4.67074,-3.91364,14.9805,0.569445,0.842832,0.762678,3.21
4.45833,3.31066,18.939,-0.343661,0.955646,-0.54089,4.66725,-3.9193,14.9845,0.571639,0.843012,0.762203,3.22
4.42827,3.30476,18.9662,-0.341791,0.954853,-0.538557,4.66413,-3.9244,14.9881,0.573612,0.843174,0.761777,3.23
4.42779,3.30117,18.9762,-0.340168,0.954916,-0.536883,4.66145,-3.92772,14.9906,0.572797,0.842609,0.759773,3.24
4.45476,3.3072,18.9224,-0.339462,0.953381,-0.53592,4.65892,-3.93197,14.9935,0.574658,0.842812,0.759588,3.25
4.45045,3.29949,18.936,-0.337025,0.953934,-0.53728,4.6567,-3.9358,14.9962,0.576335,0.842993,0.759418,3.26
4.44879,3.30161,18.9504,-0.339543,0.954462,-0.53464,4.65362,-3.93437,14.9972,0.574304,0.842805,0.760515,3.27
4.44626,3.29833,18.962,-0.338144,0.954563,-0.533356,4.6519,-3.93797,14.9995,0.576012,0.842988,0.760257,3.28
4.44398,3.29542,18.9724,-0.336885,0.954656,-0.532206,4.65032,-3.94119,15.0016,0.57755,0.843151,0.760022,3.29
4.41636,3.27448,18.9912,-0.335613,0.953514,-0.52811,4.64887,-3.9441,15.0034,0.578932,0.843301,0.759814,3.3
4.41708,3.27392,18.9987,-0.334608,0.95371,-0.527479,4.64759,-3.94671,15.0051,0.580178,0.843434,0.759624,3.31
4.39419,3.27039,19.0164,-0.34135,0.953864,-0.526569,4.6983,-3.94802,14.974,0.577908,0.844856,0.761539,3.32
4.42453,3.27948,18.9586,-0.340526,0.952438,-0.526636,4.71815,-3.94461,15.0119,0.578654,0.847944,0.761513,3.33
4.42445,3.27845,18.9693,-0.33903,0.952743,-0.526157,4.68432,-3.94661,15.0767,0.580857,0.849184,0.762742,3.34
4.42538,3.28268,18.9804,-0.341349,0.953389,-0.524629,4.65266,-3.9395,15.1356,0.581156,0.850185,0.761758,3.35
4.4262,3.29136,18.9891,-0.343887,0.954428,-0.528158,4.65098,-3.94256,15.1241,0.582177,0.849632,0.761377,3.36
4.42592,3.2891,18.9968,-0.342051,0.954534,-0.527526,4.64945,-3.95055,15.1124,0.583829,0.849607,0.765985,3.37
4.42668,3.29717,19.0039,-0.344517,0.955459,-0.530768,4.70094,-3.95633,15.0719,0.584729,0.850764,0.766016,3.38
